StudentID,SubjectArea,TestName,TestAttemptCode,Score,LevelCode,MetStandard
3426712,Mathematics,Smarter Balanced Assessment,TS,2456,L3,Y
6981729,Mathematics,Smarter Balanced Assessment,TS,2347,L1,N
7583839,Mathematics,Smarter Balanced Assessment,TS,2553,L3,Y
6133701,Mathematics,Smarter Balanced Assessment,TS,2594,L3,Y
3864419,Mathematics,Smarter Balanced Assessment,TS,2494,L2,N
7832164,Mathematics,Smarter Balanced Assessment,TS,2542,L2,N
3344442,Mathematics,Smarter Balanced Assessment,TS,2470,L1,N
6079486,Mathematics,Smarter Balanced Assessment,TS,2503,L3,Y
7729909,Mathematics,Smarter Balanced Assessment,TS,2666,L3,Y
7594222,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7234884,Mathematics,Smarter Balanced Assessment,TS,2471,L1,N
6665742,Mathematics,Smarter Balanced Assessment,TS,2502,L2,N
6246791,Mathematics,Smarter Balanced Assessment,TS,2578,L3,Y
7648663,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7433955,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7418100,Mathematics,Smarter Balanced Assessment,TS,2523,L2,N
6609770,Mathematics,Smarter Balanced Assessment,TS,2447,L1,N
7028813,Mathematics,Smarter Balanced Assessment,NB,,L0,N
3729447,Mathematics,Smarter Balanced Assessment,NN,,--,-
3326788,Mathematics,Smarter Balanced Assessment,TS,2526,L2,N
7600875,Mathematics,Smarter Balanced Assessment,TS,2483,L2,N
3628786,Mathematics,Smarter Balanced Assessment,TS,2464,L2,N
7069330,Mathematics,Smarter Balanced Assessment,TS,2509,L2,N
6249446,Mathematics,Smarter Balanced Assessment,TS,2441,L1,N
6313482,Mathematics,Smarter Balanced Assessment,TS,2537,L3,Y
7362183,Mathematics,Smarter Balanced Assessment,TS,2598,L3,Y
6761413,Mathematics,Smarter Balanced Assessment,TS,2590,L3,Y
7111956,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6940484,Mathematics,Smarter Balanced Assessment,TS,2460,L2,N
7197134,Mathematics,Smarter Balanced Assessment,TS,2359,L1,N
3584785,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6618789,Mathematics,Smarter Balanced Assessment,NB,,L0,N
3933447,Mathematics,Smarter Balanced Assessment,TS,2448,L1,N
7987305,Mathematics,Smarter Balanced Assessment,TS,2614,L3,Y
6124484,Mathematics,Smarter Balanced Assessment,TS,2559,L3,Y
7670828,Mathematics,Smarter Balanced Assessment,TS,2478,L2,N
6602406,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7821335,Mathematics,Smarter Balanced Assessment,TS,2474,L1,N
7902890,Mathematics,Smarter Balanced Assessment,RF,,L0,N
3623749,Mathematics,Smarter Balanced Assessment,TS,2492,L3,Y
6983497,Mathematics,Smarter Balanced Assessment,TS,2461,L2,N
3930716,Mathematics,Smarter Balanced Assessment,TS,2460,L3,Y
6479482,Mathematics,Smarter Balanced Assessment,TS,2283,L1,N
6316700,Mathematics,Smarter Balanced Assessment,TS,2527,L2,N
7724650,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7108975,Mathematics,Smarter Balanced Assessment,RF,,L0,N
7108975,Mathematics,Smarter Balanced Assessment,NE,,--,-
6908776,Mathematics,Smarter Balanced Assessment,TS,2596,L4,Y
6678701,Mathematics,Smarter Balanced Assessment,TS,2614,L4,Y
3623718,Mathematics,Smarter Balanced Assessment,TS,2366,L1,N
7929386,Mathematics,Smarter Balanced Assessment,TS,2265,L1,N
6836438,Mathematics,Smarter Balanced Assessment,TS,2554,L4,Y
7015129,Mathematics,Smarter Balanced Assessment,TS,2564,L2,N
6087755,Mathematics,Smarter Balanced Assessment,TS,2534,L4,Y
7305324,Mathematics,Smarter Balanced Assessment,TS,2449,L1,N
7952987,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7312815,Mathematics,Smarter Balanced Assessment,TS,2644,L4,Y
3144745,Mathematics,Smarter Balanced Assessment,TS,2438,L3,Y
6421484,Mathematics,Smarter Balanced Assessment,TS,2398,L1,N
7487957,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6842787,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7065366,Mathematics,Smarter Balanced Assessment,TS,2595,L3,Y
3257447,Mathematics,Smarter Balanced Assessment,TS,2605,L3,Y
6926517,Mathematics,Smarter Balanced Assessment,TS,2452,L1,N
6494482,Mathematics,Smarter Balanced Assessment,TS,2374,L1,N
6170421,Mathematics,Smarter Balanced Assessment,TS,2659,L4,Y
3666412,Mathematics,Smarter Balanced Assessment,TS,2394,L2,N
3633714,Mathematics,Smarter Balanced Assessment,TS,2418,L2,N
6903729,Mathematics,Smarter Balanced Assessment,RF,,L0,N
3248447,Mathematics,Smarter Balanced Assessment,TS,2345,L1,N
7813869,Mathematics,Smarter Balanced Assessment,TS,2527,L2,N
7591328,Mathematics,Smarter Balanced Assessment,TS,2532,L3,Y
6729796,Mathematics,Smarter Balanced Assessment,TS,2499,L2,N
7140362,Mathematics,Smarter Balanced Assessment,TS,2613,L3,Y
7969302,Mathematics,Smarter Balanced Assessment,RF,,L0,N
3502780,Mathematics,Smarter Balanced Assessment,TS,2546,L3,Y
3625449,Mathematics,Smarter Balanced Assessment,TS,2340,L1,N
7657380,Mathematics,Smarter Balanced Assessment,RF,,L0,N
7400328,Mathematics,Smarter Balanced Assessment,TS,2724,L4,Y
6362758,Mathematics,Smarter Balanced Assessment,TS,2491,L2,N
3337782,Mathematics,Smarter Balanced Assessment,TS,2454,L3,Y
7656195,Mathematics,Smarter Balanced Assessment,TS,2723,L4,Y
3624449,Mathematics,Smarter Balanced Assessment,TS,2467,L1,N
6329583,Mathematics,Smarter Balanced Assessment,TS,2389,L2,N
