,Reference Area,Year,Observation Value,Continent
4306,Mozambique,1985,7,Africa
4307,Mozambique,1984,7,Africa
4308,Mozambique,1983,7,Africa
4317,Namibia,2014,7,Africa
4318,Namibia,2013,7,Africa
4319,Namibia,2012,7,Africa
4320,Namibia,2011,7,Africa
4321,Namibia,2010,7,Africa
4322,Namibia,2009,7,Africa
4323,Namibia,2008,7,Africa
4324,Namibia,2007,7,Africa
4325,Namibia,2006,7,Africa
4326,Namibia,2005,7,Africa
4327,Namibia,2004,7,Africa
4328,Namibia,2003,7,Africa
4329,Namibia,2002,7,Africa
4330,Namibia,2001,7,Africa
4331,Namibia,2000,7,Africa
4332,Namibia,1999,7,Africa
4333,Namibia,1998,7,Africa
4334,Namibia,1997,7,Africa
4335,Namibia,1996,7,Africa
4336,Namibia,1995,7,Africa
4337,Namibia,1994,7,Africa
4338,Namibia,1993,7,Africa
4339,Namibia,1992,7,Africa
4340,Namibia,1991,7,Africa
4341,Namibia,1990,7,Africa
4342,Namibia,1989,7,Africa
4343,Namibia,1988,7,Africa
4344,Namibia,1987,7,Africa
4345,Namibia,1986,7,Africa
4346,Namibia,1985,7,Africa
4347,Namibia,1984,7,Africa
4348,Namibia,1983,7,Africa
4349,Namibia,1982,7,Africa
4350,Namibia,1981,7,Africa
4351,Namibia,1980,7,Africa
4352,Namibia,1979,7,Africa
4353,Namibia,1978,7,Africa
4354,Namibia,1977,7,Africa
4355,Namibia,1976,7,Africa
4356,Namibia,1975,7,Africa
4557,Niger,2014,7,Africa
4558,Niger,2013,7,Africa
4559,Niger,2012,7,Africa
4560,Niger,2011,7,Africa
4561,Niger,2010,7,Africa
4562,Niger,2009,7,Africa
4563,Niger,2008,7,Africa
4564,Niger,2007,7,Africa
4565,Niger,2006,7,Africa
4566,Niger,2005,7,Africa
4567,Niger,2004,7,Africa
4568,Niger,2003,7,Africa
4569,Niger,2002,7,Africa
4570,Niger,2001,7,Africa
4571,Niger,2000,7,Africa
4572,Niger,1999,7,Africa
4573,Niger,1998,7,Africa
4574,Niger,1997,7,Africa
4575,Niger,1996,7,Africa
4576,Niger,1995,7,Africa
4577,Niger,1994,7,Africa
4578,Niger,1993,7,Africa
4579,Niger,1992,7,Africa
4580,Niger,1991,7,Africa
4581,Niger,1990,7,Africa
4582,Niger,1989,7,Africa
4583,Niger,1988,7,Africa
4584,Niger,1987,7,Africa
4585,Niger,1986,7,Africa
4586,Niger,1985,7,Africa
4587,Niger,1984,7,Africa
4588,Niger,1983,7,Africa
4589,Niger,1982,7,Africa
4590,Niger,1981,7,Africa
4591,Niger,1980,7,Africa
4592,Niger,1979,7,Africa
4593,Niger,1978,7,Africa
4594,Niger,1977,7,Africa
4595,Niger,1976,7,Africa
4596,Niger,1975,7,Africa
5196,Rwanda,2014,7,Africa
5197,Rwanda,2013,7,Africa
5198,Rwanda,2012,7,Africa
5199,Rwanda,2011,7,Africa
5200,Rwanda,2010,7,Africa
5201,Rwanda,2009,7,Africa
5202,Rwanda,2008,7,Africa
5203,Rwanda,2007,7,Africa
5204,Rwanda,2006,7,Africa
5205,Rwanda,2005,7,Africa
5206,Rwanda,2004,7,Africa
5207,Rwanda,2003,7,Africa
5208,Rwanda,2002,7,Africa
5209,Rwanda,2001,7,Africa
5210,Rwanda,2000,7,Africa
5211,Rwanda,1999,7,Africa
5212,Rwanda,1998,7,Africa
5213,Rwanda,1997,7,Africa
5214,Rwanda,1996,7,Africa
5215,Rwanda,1995,7,Africa
5216,Rwanda,1994,7,Africa
5217,Rwanda,1993,7,Africa
5218,Rwanda,1992,7,Africa
5219,Rwanda,1991,7,Africa
5220,Rwanda,1990,7,Africa
5221,Rwanda,1989,7,Africa
5222,Rwanda,1988,7,Africa
5223,Rwanda,1987,7,Africa
5224,Rwanda,1986,7,Africa
5225,Rwanda,1985,7,Africa
5226,Rwanda,1984,7,Africa
5227,Rwanda,1983,7,Africa
5228,Rwanda,1982,7,Africa
5229,Rwanda,1981,7,Africa
5230,Rwanda,1980,7,Africa
5231,Rwanda,1979,7,Africa
5232,Rwanda,1978,7,Africa
5233,Rwanda,1977,7,Africa
5234,Rwanda,1976,7,Africa
5235,Rwanda,1975,7,Africa
5445,Sao Tome and Principe,2005,7,Africa
5446,Sao Tome and Principe,2004,7,Africa
5447,Sao Tome and Principe,2003,7,Africa
5448,Sao Tome and Principe,2002,7,Africa
5449,Sao Tome and Principe,2001,7,Africa
5450,Sao Tome and Principe,2000,7,Africa
5451,Sao Tome and Principe,1999,7,Africa
5452,Sao Tome and Principe,1998,7,Africa
5453,Sao Tome and Principe,1997,7,Africa
5454,Sao Tome and Principe,1996,7,Africa
5455,Sao Tome and Principe,1995,7,Africa
5456,Sao Tome and Principe,1994,7,Africa
5457,Sao Tome and Principe,1993,7,Africa
5458,Sao Tome and Principe,1992,7,Africa
5459,Sao Tome and Principe,1991,7,Africa
5460,Sao Tome and Principe,1990,7,Africa
5461,Sao Tome and Principe,1989,7,Africa
5462,Sao Tome and Principe,1988,7,Africa
5463,Sao Tome and Principe,1987,7,Africa
5464,Sao Tome and Principe,1986,7,Africa
5465,Sao Tome and Principe,1985,7,Africa
5466,Sao Tome and Principe,1984,7,Africa
5467,Sao Tome and Principe,1983,7,Africa
5468,Sao Tome and Principe,1982,7,Africa
5469,Sao Tome and Principe,1981,7,Africa
5470,Sao Tome and Principe,1980,7,Africa
5471,Sao Tome and Principe,1979,7,Africa
5472,Sao Tome and Principe,1978,7,Africa
5473,Sao Tome and Principe,1977,7,Africa
5474,Sao Tome and Principe,1976,7,Africa
5475,Sao Tome and Principe,1975,7,Africa
5527,Senegal,2003,7,Africa
5528,Senegal,2002,7,Africa
5529,Senegal,2001,7,Africa
5530,Senegal,2000,7,Africa
5531,Senegal,1999,7,Africa
5532,Senegal,1998,7,Africa
5533,Senegal,1997,7,Africa
5534,Senegal,1996,7,Africa
5535,Senegal,1995,7,Africa
5536,Senegal,1994,7,Africa
5537,Senegal,1993,7,Africa
5538,Senegal,1992,7,Africa
5539,Senegal,1991,7,Africa
5540,Senegal,1990,7,Africa
5541,Senegal,1989,7,Africa
5542,Senegal,1988,7,Africa
5543,Senegal,1987,7,Africa
5544,Senegal,1986,7,Africa
5875,South Africa,2014,7,Africa
5876,South Africa,2013,7,Africa
5877,South Africa,2012,7,Africa
5878,South Africa,2011,7,Africa
5879,South Africa,2010,7,Africa
5880,South Africa,2009,7,Africa
5881,South Africa,2008,7,Africa
5882,South Africa,2007,7,Africa
5883,South Africa,2006,7,Africa
5884,South Africa,2005,7,Africa
5885,South Africa,2004,7,Africa
5886,South Africa,2003,7,Africa
5887,South Africa,2002,7,Africa
5888,South Africa,2001,7,Africa
5889,South Africa,2000,7,Africa
5890,South Africa,1999,7,Africa
6867,Zambia,2014,7,Africa
6868,Zambia,2013,7,Africa
6869,Zambia,2012,7,Africa
6870,Zambia,2011,7,Africa
6871,Zambia,2010,7,Africa
6872,Zambia,2009,7,Africa
6873,Zambia,2008,7,Africa
6874,Zambia,2007,7,Africa
6875,Zambia,2006,7,Africa
6876,Zambia,2005,7,Africa
6877,Zambia,2004,7,Africa
6878,Zambia,2003,7,Africa
6879,Zambia,2002,7,Africa
6880,Zambia,2001,7,Africa
6881,Zambia,2000,7,Africa
6882,Zambia,1999,7,Africa
6883,Zambia,1998,7,Africa
6884,Zambia,1997,7,Africa
6885,Zambia,1996,7,Africa
6886,Zambia,1995,7,Africa
6887,Zambia,1994,7,Africa
6888,Zambia,1993,7,Africa
6889,Zambia,1992,7,Africa
6890,Zambia,1991,7,Africa
6891,Zambia,1990,7,Africa
6892,Zambia,1989,7,Africa
6893,Zambia,1988,7,Africa
6894,Zambia,1987,7,Africa
6895,Zambia,1986,7,Africa
6896,Zambia,1985,7,Africa
6897,Zambia,1984,7,Africa
6898,Zambia,1983,7,Africa
6899,Zambia,1982,7,Africa
6900,Zambia,1981,7,Africa
6901,Zambia,1980,7,Africa
6902,Zambia,1979,7,Africa
6903,Zambia,1978,7,Africa
6904,Zambia,1977,7,Africa
6905,Zambia,1976,7,Africa
6906,Zambia,1975,7,Africa
6935,Zimbabwe,1986,7,Africa
6936,Zimbabwe,1985,7,Africa
6937,Zimbabwe,1984,7,Africa
6938,Zimbabwe,1983,7,Africa
6939,Zimbabwe,1982,7,Africa
6940,Zimbabwe,1981,7,Africa
6941,Zimbabwe,1980,7,Africa
6942,Zimbabwe,1979,7,Africa
6943,Zimbabwe,1978,7,Africa
6944,Zimbabwe,1977,7,Africa
6945,Zimbabwe,1976,7,Africa
6946,Zimbabwe,1975,7,Africa
2304,Gambia,1990,8,Africa
2305,Gambia,1989,8,Africa
2306,Gambia,1988,8,Africa
2307,Gambia,1987,8,Africa
2308,Gambia,1986,8,Africa
2309,Gambia,1985,8,Africa
2310,Gambia,1984,8,Africa
2311,Gambia,1983,8,Africa
2312,Gambia,1982,8,Africa
2313,Gambia,1981,8,Africa
2314,Gambia,1980,8,Africa
2315,Gambia,1979,8,Africa
2316,Gambia,1978,8,Africa
553,Bangladesh,1981,5,Asia
554,Bangladesh,1980,5,Asia
555,Bangladesh,1979,5,Asia
556,Bangladesh,1978,5,Asia
557,Bangladesh,1977,5,Asia
558,Bangladesh,1976,5,Asia
559,Bangladesh,1975,5,Asia
4397,Nepal,2014,5,Asia
4398,Nepal,2013,5,Asia
4399,Nepal,2012,5,Asia
4400,Nepal,2011,5,Asia
4401,Nepal,2010,5,Asia
4402,Nepal,2009,5,Asia
4403,Nepal,2008,5,Asia
4404,Nepal,2007,5,Asia
4405,Nepal,2006,5,Asia
4406,Nepal,2005,5,Asia
4407,Nepal,2004,5,Asia
4408,Nepal,2003,5,Asia
4717,Pakistan,2014,5,Asia
4718,Pakistan,2013,5,Asia
4719,Pakistan,2012,5,Asia
4720,Pakistan,2011,5,Asia
4721,Pakistan,2010,5,Asia
4722,Pakistan,2009,5,Asia
4723,Pakistan,2008,5,Asia
4724,Pakistan,2007,5,Asia
4725,Pakistan,2006,5,Asia
4726,Pakistan,2005,5,Asia
4727,Pakistan,2004,5,Asia
4728,Pakistan,2003,5,Asia
4729,Pakistan,2002,5,Asia
4730,Pakistan,2001,5,Asia
4731,Pakistan,2000,5,Asia
4732,Pakistan,1999,5,Asia
4733,Pakistan,1998,5,Asia
4734,Pakistan,1997,5,Asia
4735,Pakistan,1996,5,Asia
4736,Pakistan,1995,5,Asia
4737,Pakistan,1994,5,Asia
4738,Pakistan,1993,5,Asia
4739,Pakistan,1992,5,Asia
4740,Pakistan,1991,5,Asia
4741,Pakistan,1990,5,Asia
4742,Pakistan,1989,5,Asia
4743,Pakistan,1988,5,Asia
4744,Pakistan,1987,5,Asia
4745,Pakistan,1986,5,Asia
4746,Pakistan,1985,5,Asia
4747,Pakistan,1984,5,Asia
4748,Pakistan,1983,5,Asia
4749,Pakistan,1982,5,Asia
4750,Pakistan,1981,5,Asia
4751,Pakistan,1980,5,Asia
4752,Pakistan,1979,5,Asia
4753,Pakistan,1978,5,Asia
4754,Pakistan,1977,5,Asia
4755,Pakistan,1976,5,Asia
4756,Pakistan,1975,5,Asia
5971,Sri Lanka,2014,5,Asia
5972,Sri Lanka,2013,5,Asia
5973,Sri Lanka,2012,5,Asia
5974,Sri Lanka,2011,5,Asia
5975,Sri Lanka,2010,5,Asia
5976,Sri Lanka,2009,5,Asia
5977,Sri Lanka,2008,5,Asia
5978,Sri Lanka,2007,5,Asia
5979,Sri Lanka,2006,5,Asia
5980,Sri Lanka,2005,5,Asia
5981,Sri Lanka,2004,5,Asia
5982,Sri Lanka,2003,5,Asia
5983,Sri Lanka,2002,5,Asia
5984,Sri Lanka,2001,5,Asia
5985,Sri Lanka,2000,5,Asia
5986,Sri Lanka,1999,5,Asia
5987,Sri Lanka,1998,5,Asia
5988,Sri Lanka,1997,5,Asia
5989,Sri Lanka,1996,5,Asia
5990,Sri Lanka,1995,5,Asia
5991,Sri Lanka,1994,5,Asia
5992,Sri Lanka,1993,5,Asia
5993,Sri Lanka,1992,5,Asia
5994,Sri Lanka,1991,5,Asia
5995,Sri Lanka,1990,5,Asia
5996,Sri Lanka,1989,5,Asia
5997,Sri Lanka,1988,5,Asia
5998,Sri Lanka,1987,5,Asia
5999,Sri Lanka,1986,5,Asia
6000,Sri Lanka,1985,5,Asia
6001,Sri Lanka,1984,5,Asia
6002,Sri Lanka,1983,5,Asia
6003,Sri Lanka,1982,5,Asia
6004,Sri Lanka,1981,5,Asia
6005,Sri Lanka,1980,5,Asia
6006,Sri Lanka,1979,5,Asia
6007,Sri Lanka,1978,5,Asia
35,Afghanistan,1979,6,Asia
36,Afghanistan,1978,6,Asia
37,Afghanistan,1977,6,Asia
38,Afghanistan,1976,6,Asia
39,Afghanistan,1975,6,Asia
480,Bahrain,2014,6,Asia
481,Bahrain,2013,6,Asia
482,Bahrain,2012,6,Asia
483,Bahrain,2011,6,Asia
484,Bahrain,2010,6,Asia
485,Bahrain,2009,6,Asia
486,Bahrain,2008,6,Asia
487,Bahrain,2007,6,Asia
488,Bahrain,2006,6,Asia
489,Bahrain,2005,6,Asia
490,Bahrain,2004,6,Asia
491,Bahrain,2003,6,Asia
492,Bahrain,2002,6,Asia
493,Bahrain,2001,6,Asia
494,Bahrain,2000,6,Asia
495,Bahrain,1999,6,Asia
496,Bahrain,1998,6,Asia
497,Bahrain,1997,6,Asia
498,Bahrain,1996,6,Asia
499,Bahrain,1995,6,Asia
500,Bahrain,1994,6,Asia
501,Bahrain,1993,6,Asia
502,Bahrain,1992,6,Asia
503,Bahrain,1991,6,Asia
504,Bahrain,1990,6,Asia
505,Bahrain,1989,6,Asia
506,Bahrain,1988,6,Asia
507,Bahrain,1987,6,Asia
508,Bahrain,1986,6,Asia
509,Bahrain,1985,6,Asia
510,Bahrain,1984,6,Asia
511,Bahrain,1983,6,Asia
512,Bahrain,1982,6,Asia
513,Bahrain,1981,6,Asia
514,Bahrain,1980,6,Asia
515,Bahrain,1979,6,Asia
516,Bahrain,1978,6,Asia
517,Bahrain,1977,6,Asia
518,Bahrain,1976,6,Asia
519,Bahrain,1975,6,Asia
520,Bangladesh,2014,6,Asia
521,Bangladesh,2013,6,Asia
522,Bangladesh,2012,6,Asia
523,Bangladesh,2011,6,Asia
524,Bangladesh,2010,6,Asia
525,Bangladesh,2009,6,Asia
526,Bangladesh,2008,6,Asia
527,Bangladesh,2007,6,Asia
528,Bangladesh,2006,6,Asia
529,Bangladesh,2005,6,Asia
530,Bangladesh,2004,6,Asia
531,Bangladesh,2003,6,Asia
532,Bangladesh,2002,6,Asia
533,Bangladesh,2001,6,Asia
534,Bangladesh,2000,6,Asia
535,Bangladesh,1999,6,Asia
536,Bangladesh,1998,6,Asia
537,Bangladesh,1997,6,Asia
538,Bangladesh,1996,6,Asia
539,Bangladesh,1995,6,Asia
540,Bangladesh,1994,6,Asia
541,Bangladesh,1993,6,Asia
542,Bangladesh,1992,6,Asia
543,Bangladesh,1991,6,Asia
544,Bangladesh,1990,6,Asia
545,Bangladesh,1989,6,Asia
546,Bangladesh,1988,6,Asia
547,Bangladesh,1987,6,Asia
548,Bangladesh,1986,6,Asia
549,Bangladesh,1985,6,Asia
550,Bangladesh,1984,6,Asia
551,Bangladesh,1983,6,Asia
552,Bangladesh,1982,6,Asia
760,Bhutan,2014,6,Asia
761,Bhutan,2013,6,Asia
762,Bhutan,2012,6,Asia
763,Bhutan,2011,6,Asia
764,Bhutan,2010,6,Asia
765,Bhutan,2009,6,Asia
766,Bhutan,2008,6,Asia
767,Bhutan,2007,6,Asia
768,Bhutan,2006,6,Asia
769,Bhutan,2005,6,Asia
770,Bhutan,2004,6,Asia
771,Bhutan,2003,6,Asia
772,Bhutan,2002,6,Asia
773,Bhutan,2001,6,Asia
774,Bhutan,2000,6,Asia
775,Bhutan,1999,6,Asia
776,Bhutan,1998,6,Asia
777,Bhutan,1997,6,Asia
778,Bhutan,1996,6,Asia
779,Bhutan,1995,6,Asia
780,Bhutan,1994,6,Asia
781,Bhutan,1993,6,Asia
782,Bhutan,1992,6,Asia
783,Bhutan,1991,6,Asia
784,Bhutan,1990,6,Asia
785,Bhutan,1989,6,Asia
786,Bhutan,1988,6,Asia
787,Bhutan,1987,6,Asia
788,Bhutan,1986,6,Asia
789,Bhutan,1985,6,Asia
790,Bhutan,1984,6,Asia
791,Bhutan,1983,6,Asia
792,Bhutan,1982,6,Asia
793,Bhutan,1981,6,Asia
794,Bhutan,1980,6,Asia
795,Bhutan,1979,6,Asia
796,Bhutan,1978,6,Asia
797,Bhutan,1977,6,Asia
798,Bhutan,1976,6,Asia
799,Bhutan,1975,6,Asia
1040,Cambodia,2014,6,Asia
1041,Cambodia,2013,6,Asia
1042,Cambodia,2012,6,Asia
1043,Cambodia,2011,6,Asia
1044,Cambodia,2010,6,Asia
1045,Cambodia,2009,6,Asia
1046,Cambodia,2008,6,Asia
1047,Cambodia,2007,6,Asia
1048,Cambodia,2006,6,Asia
1049,Cambodia,2005,6,Asia
1050,Cambodia,2004,6,Asia
1051,Cambodia,2003,6,Asia
1052,Cambodia,2002,6,Asia
1053,Cambodia,2001,6,Asia
1054,Cambodia,2000,6,Asia
1055,Cambodia,1999,6,Asia
1056,Cambodia,1998,6,Asia
1057,Cambodia,1997,6,Asia
1058,Cambodia,1996,6,Asia
1059,Cambodia,1995,6,Asia
1060,Cambodia,1994,6,Asia
1061,Cambodia,1993,6,Asia
1062,Cambodia,1992,6,Asia
1063,Cambodia,1991,6,Asia
1064,Cambodia,1990,6,Asia
1065,Cambodia,1989,6,Asia
1066,Cambodia,1988,6,Asia
1067,Cambodia,1987,6,Asia
1068,Cambodia,1986,6,Asia
1069,Cambodia,1985,6,Asia
1070,Cambodia,1984,6,Asia
1071,Cambodia,1983,6,Asia
1072,Cambodia,1982,6,Asia
1073,Cambodia,1981,6,Asia
1074,Cambodia,1980,6,Asia
1075,Cambodia,1979,6,Asia
1076,Cambodia,1978,6,Asia
1077,Cambodia,1977,6,Asia
1078,Cambodia,1976,6,Asia
1079,Cambodia,1975,6,Asia
1320,China,2014,6,Asia
1321,China,2013,6,Asia
1322,China,2012,6,Asia
1323,China,2011,6,Asia
1324,China,2010,6,Asia
1325,China,2009,6,Asia
1326,China,2008,6,Asia
1327,China,2007,6,Asia
1328,China,2006,6,Asia
1329,China,2005,6,Asia
1330,China,2004,6,Asia
1331,China,2003,6,Asia
1332,China,2002,6,Asia
1333,China,2001,6,Asia
1334,China,2000,6,Asia
1335,China,1999,6,Asia
2840,India,2014,6,Asia
2841,India,2013,6,Asia
2842,India,2012,6,Asia
2843,India,2011,6,Asia
2844,India,2010,6,Asia
2845,India,2009,6,Asia
2846,India,2008,6,Asia
2847,India,2007,6,Asia
2848,India,2006,6,Asia
2849,India,2005,6,Asia
2850,India,2004,6,Asia
2851,India,2003,6,Asia
2852,India,2002,6,Asia
2853,India,2001,6,Asia
2854,India,2000,6,Asia
2855,India,1999,6,Asia
2856,India,1998,6,Asia
2857,India,1997,6,Asia
2858,India,1996,6,Asia
2859,India,1995,6,Asia
2860,India,1994,6,Asia
2861,India,1993,6,Asia
2862,India,1992,6,Asia
2863,India,1991,6,Asia
2864,India,1990,6,Asia
2865,India,1989,6,Asia
2866,India,1988,6,Asia
2867,India,1987,6,Asia
2868,India,1986,6,Asia
2869,India,1985,6,Asia
2870,India,1984,6,Asia
2871,India,1983,6,Asia
2872,India,1982,6,Asia
2873,India,1981,6,Asia
2874,India,1980,6,Asia
2875,India,1979,6,Asia
2876,India,1978,6,Asia
2877,India,1977,6,Asia
2878,India,1976,6,Asia
2879,India,1975,6,Asia
2920,Iraq,2014,6,Asia
2921,Iraq,2013,6,Asia
2922,Iraq,2012,6,Asia
2923,Iraq,2011,6,Asia
2924,Iraq,2010,6,Asia
2925,Iraq,2009,6,Asia
2926,Iraq,2008,6,Asia
2927,Iraq,2007,6,Asia
2928,Iraq,2006,6,Asia
2929,Iraq,2005,6,Asia
2930,Iraq,2004,6,Asia
2931,Iraq,2003,6,Asia
2932,Iraq,2002,6,Asia
2933,Iraq,2001,6,Asia
2934,Iraq,2000,6,Asia
2935,Iraq,1999,6,Asia
2936,Iraq,1998,6,Asia
2937,Iraq,1997,6,Asia
2938,Iraq,1996,6,Asia
2939,Iraq,1995,6,Asia
2940,Iraq,1994,6,Asia
2941,Iraq,1993,6,Asia
2942,Iraq,1992,6,Asia
2943,Iraq,1991,6,Asia
2944,Iraq,1990,6,Asia
2945,Iraq,1989,6,Asia
2946,Iraq,1988,6,Asia
2947,Iraq,1987,6,Asia
2948,Iraq,1986,6,Asia
2949,Iraq,1985,6,Asia
2950,Iraq,1984,6,Asia
2951,Iraq,1983,6,Asia
2952,Iraq,1982,6,Asia
2953,Iraq,1981,6,Asia
2954,Iraq,1980,6,Asia
2955,Iraq,1979,6,Asia
2956,Iraq,1978,6,Asia
2957,Iraq,1977,6,Asia
2958,Iraq,1976,6,Asia
2959,Iraq,1975,6,Asia
3000,Israel,2014,6,Asia
3001,Israel,2013,6,Asia
3002,Israel,2012,6,Asia
3003,Israel,2011,6,Asia
3004,Israel,2010,6,Asia
3005,Israel,2009,6,Asia
3006,Israel,2008,6,Asia
3007,Israel,2007,6,Asia
3008,Israel,2006,6,Asia
3009,Israel,2005,6,Asia
3010,Israel,2004,6,Asia
3011,Israel,2003,6,Asia
3012,Israel,2002,6,Asia
3013,Israel,2001,6,Asia
3014,Israel,2000,6,Asia
3015,Israel,1999,6,Asia
3016,Israel,1998,6,Asia
3017,Israel,1997,6,Asia
3018,Israel,1996,6,Asia
3019,Israel,1995,6,Asia
3020,Israel,1994,6,Asia
3021,Israel,1993,6,Asia
3022,Israel,1992,6,Asia
3023,Israel,1991,6,Asia
3024,Israel,1990,6,Asia
3025,Israel,1989,6,Asia
3026,Israel,1988,6,Asia
3027,Israel,1987,6,Asia
3028,Israel,1986,6,Asia
3029,Israel,1985,6,Asia
3030,Israel,1984,6,Asia
3031,Israel,1983,6,Asia
3032,Israel,1982,6,Asia
3033,Israel,1981,6,Asia
3034,Israel,1980,6,Asia
3035,Israel,1979,6,Asia
3036,Israel,1978,6,Asia
3037,Israel,1977,6,Asia
3038,Israel,1976,6,Asia
3039,Israel,1975,6,Asia
3120,Japan,2014,6,Asia
3121,Japan,2013,6,Asia
3122,Japan,2012,6,Asia
3123,Japan,2011,6,Asia
3124,Japan,2010,6,Asia
3125,Japan,2009,6,Asia
3126,Japan,2008,6,Asia
3127,Japan,2007,6,Asia
3128,Japan,2006,6,Asia
3129,Japan,2005,6,Asia
3130,Japan,2004,6,Asia
3131,Japan,2003,6,Asia
3132,Japan,2002,6,Asia
3133,Japan,2001,6,Asia
3134,Japan,2000,6,Asia
3135,Japan,1999,6,Asia
3136,Japan,1998,6,Asia
3137,Japan,1997,6,Asia
3138,Japan,1996,6,Asia
3139,Japan,1995,6,Asia
3140,Japan,1994,6,Asia
3141,Japan,1993,6,Asia
3142,Japan,1992,6,Asia
3143,Japan,1991,6,Asia
3144,Japan,1990,6,Asia
3145,Japan,1989,6,Asia
3146,Japan,1988,6,Asia
3147,Japan,1987,6,Asia
3148,Japan,1986,6,Asia
3149,Japan,1985,6,Asia
3150,Japan,1984,6,Asia
3151,Japan,1983,6,Asia
3152,Japan,1982,6,Asia
3153,Japan,1981,6,Asia
3154,Japan,1980,6,Asia
3155,Japan,1979,6,Asia
3156,Japan,1978,6,Asia
3157,Japan,1977,6,Asia
3158,Japan,1976,6,Asia
3159,Japan,1975,6,Asia
3160,Jordan,2014,6,Asia
3161,Jordan,2013,6,Asia
3162,Jordan,2012,6,Asia
3163,Jordan,2011,6,Asia
3164,Jordan,2010,6,Asia
3165,Jordan,2009,6,Asia
3166,Jordan,2008,6,Asia
3167,Jordan,2007,6,Asia
3168,Jordan,2006,6,Asia
3169,Jordan,2005,6,Asia
3170,Jordan,2004,6,Asia
3171,Jordan,2003,6,Asia
3172,Jordan,2002,6,Asia
3173,Jordan,2001,6,Asia
3174,Jordan,2000,6,Asia
3175,Jordan,1999,6,Asia
3176,Jordan,1998,6,Asia
3177,Jordan,1997,6,Asia
3178,Jordan,1996,6,Asia
3179,Jordan,1995,6,Asia
3180,Jordan,1994,6,Asia
3181,Jordan,1993,6,Asia
3182,Jordan,1992,6,Asia
3183,Jordan,1991,6,Asia
3184,Jordan,1990,6,Asia
3185,Jordan,1989,6,Asia
3186,Jordan,1988,6,Asia
3187,Jordan,1987,6,Asia
3188,Jordan,1986,6,Asia
3189,Jordan,1985,6,Asia
3190,Jordan,1984,6,Asia
3191,Jordan,1983,6,Asia
3192,Jordan,1982,6,Asia
3193,Jordan,1981,6,Asia
3194,Jordan,1980,6,Asia
3195,Jordan,1979,6,Asia
3196,Jordan,1978,6,Asia
3197,Jordan,1977,6,Asia
3198,Jordan,1976,6,Asia
3199,Jordan,1975,6,Asia
3320,Kuwait,2014,6,Asia
3321,Kuwait,2013,6,Asia
3322,Kuwait,2012,6,Asia
3323,Kuwait,2011,6,Asia
3324,Kuwait,2010,6,Asia
3325,Kuwait,2009,6,Asia
3326,Kuwait,2008,6,Asia
3327,Kuwait,2007,6,Asia
3328,Kuwait,2006,6,Asia
3329,Kuwait,2005,6,Asia
3330,Kuwait,2004,6,Asia
3331,Kuwait,2003,6,Asia
3332,Kuwait,2002,6,Asia
3333,Kuwait,2001,6,Asia
3334,Kuwait,2000,6,Asia
3335,Kuwait,1999,6,Asia
3336,Kuwait,1998,6,Asia
3337,Kuwait,1997,6,Asia
3338,Kuwait,1996,6,Asia
3339,Kuwait,1995,6,Asia
3340,Kuwait,1994,6,Asia
3341,Kuwait,1993,6,Asia
3342,Kuwait,1992,6,Asia
3343,Kuwait,1991,6,Asia
3344,Kuwait,1990,6,Asia
3345,Kuwait,1989,6,Asia
3346,Kuwait,1988,6,Asia
3347,Kuwait,1987,6,Asia
3348,Kuwait,1986,6,Asia
3349,Kuwait,1985,6,Asia
3350,Kuwait,1984,6,Asia
3351,Kuwait,1983,6,Asia
3352,Kuwait,1982,6,Asia
3353,Kuwait,1981,6,Asia
3354,Kuwait,1980,6,Asia
3355,Kuwait,1979,6,Asia
3356,Kuwait,1978,6,Asia
3357,Kuwait,1977,6,Asia
3358,Kuwait,1976,6,Asia
3359,Kuwait,1975,6,Asia
3440,Lebanon,2014,6,Asia
3441,Lebanon,2013,6,Asia
3442,Lebanon,2012,6,Asia
3443,Lebanon,2011,6,Asia
3444,Lebanon,2010,6,Asia
3445,Lebanon,2009,6,Asia
3446,Lebanon,2008,6,Asia
3447,Lebanon,2007,6,Asia
3448,Lebanon,2006,6,Asia
3449,Lebanon,2005,6,Asia
3450,Lebanon,2004,6,Asia
3451,Lebanon,2003,6,Asia
3452,Lebanon,2002,6,Asia
3453,Lebanon,2001,6,Asia
3454,Lebanon,2000,6,Asia
3455,Lebanon,1999,6,Asia
3456,Lebanon,1998,6,Asia
3457,Lebanon,1997,6,Asia
3458,Lebanon,1996,6,Asia
3459,Lebanon,1995,6,Asia
3460,Lebanon,1994,6,Asia
3461,Lebanon,1993,6,Asia
3462,Lebanon,1992,6,Asia
3463,Lebanon,1991,6,Asia
3464,Lebanon,1990,6,Asia
3465,Lebanon,1989,6,Asia
3466,Lebanon,1988,6,Asia
3467,Lebanon,1987,6,Asia
3468,Lebanon,1986,6,Asia
3469,Lebanon,1985,6,Asia
3470,Lebanon,1984,6,Asia
3471,Lebanon,1983,6,Asia
3472,Lebanon,1982,6,Asia
3473,Lebanon,1981,6,Asia
3474,Lebanon,1980,6,Asia
3475,Lebanon,1979,6,Asia
3476,Lebanon,1978,6,Asia
3477,Lebanon,1977,6,Asia
3478,Lebanon,1976,6,Asia
3479,Lebanon,1975,6,Asia
3759,Malaysia,2014,6,Asia
3760,Malaysia,2013,6,Asia
