"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"South Africa","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11307978","4"
"South Africa","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11059309","4"
"South Africa","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10817083","68"
"South Africa","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10523537","68"
"South Africa","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10308900","68"
"South Africa","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10098600","68"
"South Africa","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","9948806","69"
"South Africa","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","9892600","68"
"South Africa","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","6869958","70"
"South Africa","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5327912","71"
"South Africa","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10257955","4"
"South Africa","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","9999892","4"
"South Africa","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","9743422","68"
"South Africa","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","9498388","68"
"South Africa","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","9256300","68"
"South Africa","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","9020300","68"
"South Africa","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","8852960","69"
"South Africa","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","8790300","68"
"South Africa","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","6565217","70"
"South Africa","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","4989390","71"
"Spain","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","6805003",""
"Spain","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","6796906",""
"Sri Lanka","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","6846207","10"
"Sri Lanka","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","6650596","10"
"Suriname","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","76686","72"
"Suriname","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","80271","72"
"Swaziland","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","381392",""
"Swaziland","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","380667","4"
"Swaziland","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","359638","4"
"Swaziland","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","284437","73"
"Swaziland","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","333898",""
"Swaziland","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","319772","4"
"Swaziland","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","302134","4"
"Swaziland","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","241643","73"
"Sweden","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","674745","2"
"Sweden","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","747839","2"
"Switzerland","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","993178","2"
"Switzerland","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","988122","2"
"Switzerland","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","982997","2"
"Switzerland","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","977974","2"
"Switzerland","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1170258","2"
"Switzerland","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","974084","2"
"Switzerland","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","972594","2"
"Switzerland","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","969171","2"
"Switzerland","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","965940","2"
"Switzerland","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","962120","2"
"Switzerland","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","957791","2"
"Switzerland","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","950073","2"
"Switzerland","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","939249","2"
"Switzerland","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","926080","2"
"Switzerland","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","910832","2"
"Switzerland","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1057339","2"
"Switzerland","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","880305","2"
"Switzerland","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","866417","2"
"Switzerland","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","855387","2"
"Switzerland","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","846022","2"
"Switzerland","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","837895","2"
"Switzerland","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","830342","2"
"Switzerland","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","987915","2"
"Switzerland","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","982215","2"
"Switzerland","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","976367","2"
"Switzerland","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","971112","2"
"Switzerland","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1161808","2"
"Switzerland","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","968822","2"
"Switzerland","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","967748","2"
"Switzerland","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","964742","2"
"Switzerland","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","962351","2"
"Switzerland","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","959988","2"
"Switzerland","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","956085","2"
"Switzerland","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","949216","2"
"Switzerland","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","939709","2"
"Switzerland","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","927058","2"
"Switzerland","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","913188","2"
"Switzerland","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1078972","2"
"Switzerland","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","885415","2"
"Switzerland","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","870743","2"
"Switzerland","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","858718","2"
"Switzerland","Rural Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","849400","2"
"Switzerland","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","841884","2"
"Switzerland","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","835229","2"
"Syria","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4411000","4"
"Syria","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4306000","4"
"Syria","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4207000","4"
"Syria","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3408935","74"
"Syria","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3363000","75"
"Syria","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3283000","75"
"Syria","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3152000","75"
"Syria","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3068000","75"
"Syria","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2986000","75"
"Syria","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2903000","75"
"Syria","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2805000","75"
"Syria","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2743000","75"
"Syria","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2676000","75"
"Syria","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2612000","75"
"Syria","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4547000","4"
"Syria","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4438000","4"
"Syria","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4324000","4"
"Syria","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3508855","74"
"Syria","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3369000","75"
"Syria","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3295000","75"
"Syria","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3212000","75"
"Syria","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3126000","75"
"Syria","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3043000","75"
"Syria","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2961000","75"
"Syria","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2861000","75"
"Syria","Rural Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2798000","75"
"Syria","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2728000","75"
"Syria","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2664000","75"
"Tajikistan","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2407065",""
"Tajikistan","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2358009",""
"Tajikistan","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2309113",""
"Tajikistan","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2263344",""
"Tajikistan","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2217646",""
"Tajikistan","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1996600",""
"Tajikistan","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1946100",""
"Tajikistan","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1888700",""
"Tajikistan","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1813200",""
"Tajikistan","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1720239","2"
"Tajikistan","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2427321",""
"Tajikistan","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2377760",""
"Tajikistan","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2328433",""
"Tajikistan","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2282622",""
"Tajikistan","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2236679",""
"Tajikistan","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1997800",""
"Tajikistan","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1949700",""
"Tajikistan","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1884200",""
"Tajikistan","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1804800",""
"Tajikistan","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1717259","2"
"Tanzania","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","9762886",""
"Tanzania","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","9093962",""
"Thailand","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","22563557","2"
"Thailand","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","21333350","2"
"Thailand","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","21199339","2"
"Thailand","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","21018800","2"
"Thailand","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","22235200","2"
"Thailand","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","22313513","2"
"Thailand","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","21694881","2"
"Thailand","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","21551454","2"
"Thailand","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","20764700","2"
"Thailand","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","22090200","2"
"Tonga","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","32383",""
"Tonga","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","33248",""
"Tunisia","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1701663",""
"Tunisia","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1722121",""
"Turkey","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","11878521",""
"Turkey","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","11787190",""
"Turkey","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","12137388",""
"Turkey","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","11919132",""
"Turkey","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","11359494",""
"Turkey","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","11661313",""
"Turkmenistan","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","979635",""
"Turkmenistan","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","951934",""
"Tuvalu","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2621",""
"Tuvalu","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2448",""
"Uganda","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","10962578",""
"Uganda","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","7512982",""
"Uganda","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","10480119",""
"Uganda","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","7269101",""
"Ukraine","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","8363227","2"
"Ukraine","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","8479072","2"
"Ukraine","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","8537448",""
"Ukraine","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","8572499","2"
"Ukraine","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","8649629","2"
"Ukraine","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7287570","2"
"Ukraine","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7371211","2"
"Ukraine","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","7412725",""
"Ukraine","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7430828","2"
"Ukraine","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7470772","2"
"Union of Soviet Socialist Republics (former)","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","51263749",""
"Union of Soviet Socialist Republics (former)","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","51370698",""
"Union of Soviet Socialist Republics (former)","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","46732012",""
"Union of Soviet Socialist Republics (former)","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","46609736",""
"United Kingdom","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5971504",""
"United Kingdom","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2870132",""
"United Kingdom","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5810263",""
"United Kingdom","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2827984",""
"United Republic of Tanzania: Tanganyika","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","9549414",""
"United Republic of Tanzania: Tanganyika","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","8892527",""
"United States of America","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","29383601","76"
"United States of America","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","30803082","76"
"United States of America","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","29677766","76"
"United States of America","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","30853304","76"
"Uruguay","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","116118",""
"Uruguay","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","94099","77"
"Uruguay","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","96612","77"
"Uruguay","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","99057","77"
"Uruguay","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","101444","77"
"Uruguay","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","103738","77"
"Uruguay","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","105969","77"
"Uruguay","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","108171","77"
"Uruguay","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","110243","77"
"Uruguay","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","125490",""
"Uruguay","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","112210","77"
"Uruguay","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","113431","77"
"Uruguay","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","115574","77"
"Uruguay","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","117969","77"
"Uruguay","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","120440","77"
"Uruguay","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","122813","77"
"Uruguay","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","124911","77"
"Uruguay","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","126886",""
"Uruguay","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","128852",""
"Uruguay","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","130586",""
"Uruguay","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","131866","77"
"Uruguay","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","157393",""
"Uruguay","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","132468",""
"Uruguay","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","150171",""
"Uruguay","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","124537","77"
"Uruguay","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","128116","77"
"Uruguay","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","131666","77"
"Uruguay","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","135185","77"
"Uruguay","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","138672","77"
"Uruguay","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","142154","77"
"Uruguay","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","145659","77"
"Uruguay","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","149092","77"
"Uruguay","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","166196",""
"Uruguay","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","152466","77"
"Uruguay","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","154282","77"
"Uruguay","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","156846","77"
"Uruguay","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","159444","77"
"Uruguay","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","162209","77"
"Uruguay","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","165278","77"
"Uruguay","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","168784","77"
"Uruguay","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","172982",""
"Uruguay","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","177778",""
"Uruguay","Rural Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","182797",""
"Uruguay","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","187661","77"
"Uruguay","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","216761",""
"Uruguay","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","191992",""
"Uzbekistan","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7838877","10"
"Uzbekistan","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7715225",""
"Uzbekistan","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7452665",""
"Uzbekistan","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7313300",""
"Uzbekistan","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7161100",""
"Uzbekistan","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7000000",""
"Uzbekistan","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6840700",""
"Uzbekistan","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6668700",""
"Uzbekistan","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6444000",""
"Uzbekistan","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6277600",""
"Uzbekistan","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6110700",""
"Uzbekistan","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5922107","2"
"Uzbekistan","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7869455","10"
"Uzbekistan","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7739755",""
"Uzbekistan","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7463353",""
"Uzbekistan","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7315700",""
"Uzbekistan","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","7151700",""
